iter	MultiClass
116	0.003208714543
117	0.003168462902
118	0.003137650575
119	0.003109415391
120	0.00308892239
121	0.00305852884
122	0.00302303469
123	0.002998805005
124	0.002971281357
125	0.002940664755
126	0.002906608137
127	0.002866465502
128	0.002842817247
129	0.002813250966
130	0.002790652696
131	0.002770989572
132	0.002750646467
133	0.002729026893
134	0.002697649101
135	0.002675860058
136	0.002660760072
137	0.002654443058
138	0.002632866363
139	0.002607200852
140	0.002585889841
141	0.002565657298
142	0.002553866554
143	0.002532222817
144	0.002518974989
145	0.00249256696
146	0.002466822858
147	0.002453365974
148	0.002436972197
149	0.0024163249
150	0.002402377261
151	0.002385733177
152	0.002367933902
153	0.002343582421
154	0.002322264978
155	0.002305102093
156	0.002289517246
157	0.002274114881
158	0.002253958469
159	0.002234633064
160	0.002211640151
161	0.002187166457
162	0.002172584987
163	0.002150123285
164	0.002138797506
165	0.002122246114
166	0.002107692799
167	0.002088139661
168	0.00207124206
169	0.00205799107
170	0.002039967215
171	0.002026707998
172	0.002015359487
173	0.001999837682
174	0.001986709237
175	0.001968498495
176	0.001959669652
177	0.001948128985
178	0.001928196881
179	0.001910469407
180	0.001902746407
181	0.001891621984
182	0.001878799052
183	0.001861395003
184	0.00185926865
185	0.001852517465
186	0.0018443958
187	0.001842562506
188	0.001826740784
189	0.001815766385
190	0.001802302182
191	0.00178999919
192	0.001779671512
193	0.001768583714
194	0.001756447639
195	0.001734880187
196	0.001724485092
197	0.001722357358
198	0.001712733072
199	0.001709468427
200	0.00169960379
201	0.001689652439
202	0.00167660551
203	0.001674865153
204	0.00166482249
205	0.001658112643
206	0.001649776584
207	0.001640951257
208	0.001632317732
209	0.001621205226
210	0.001614740724
211	0.001606260782
212	0.001596591043
213	0.001585553882
214	0.001575675107
215	0.001569843966
216	0.001561513136
217	0.001552338068
218	0.001545553329
219	0.001536420607
220	0.001527743592
221	0.001517719742
222	0.001516552816
223	0.001508150827
224	0.001502271469
225	0.001492442222
226	0.001486093917
227	0.001477432254
228	0.001465630607
229	0.001459353841
230	0.001452222415
231	0.001447330847
232	0.001440512641
233	0.001426716007
234	0.001419634587
235	0.001410684865
236	0.001405026399
237	0.00140046201
238	0.001391673306
239	0.001390815586
240	0.00138222807
241	0.001376698392
242	0.001368816962
243	0.001359547331
244	0.001352800033
245	0.001345871821
246	0.001338239849
247	0.001332188929
248	0.001323717894
249	0.001317806353
250	0.001312708236
251	0.001307018897
252	0.001300956506
253	0.001293249752
254	0.001287255793
255	0.001280359418
256	0.001274557398
257	0.001266512869
258	0.001261555786
259	0.001260801424
260	0.001254987854
261	0.001248036822
262	0.001239287715
263	0.001234159666
264	0.001225760554
265	0.001220502138
266	0.001211231309
267	0.001204442641
268	0.00119906733
269	0.001197715369
270	0.001194883108
271	0.001191861218
272	0.00118506491
273	0.001177713461
274	0.001174246434
275	0.001169405614
276	0.001163570246
277	0.00115907432
278	0.001152240292
279	0.001148390018
280	0.001144002333
281	0.001140741976
282	0.001137201073
283	0.001130443929
284	0.001127362065
285	0.001121887222
286	0.00111844229
287	0.001112217959
288	0.001109111453
289	0.001105593166
290	0.00110079148
291	0.001093821737
292	0.001091066566
293	0.001086360239
294	0.001080897052
295	0.001078360829
296	0.001076918088
297	0.001074857942
298	0.001070541231
299	0.00106825129
300	0.00106356123
301	0.001058283201
302	0.001052693925
303	0.001048212849
304	0.00104707203
305	0.001044171445
306	0.001039556895
307	0.0010355036
308	0.001032050816
309	0.001028412615
310	0.001026535154
311	0.001021360805
312	0.00101842398
313	0.001017870766
314	0.001012785881
315	0.001012316041
316	0.001007214299
317	0.001002964623
318	0.0009988315788
319	0.0009962048213
320	0.0009922355667
321	0.0009887178162
322	0.0009867997248
323	0.0009812614455
324	0.0009790839822
325	0.0009749888832
326	0.0009701990142
327	0.0009666562355
328	0.0009662262287
329	0.0009621499716
330	0.0009592008626
331	0.000954699161
332	0.00094890221
333	0.0009452478951
334	0.0009418141047
335	0.0009369342534
336	0.0009336922172
337	0.0009309816877
338	0.0009283700169
339	0.000923645524
340	0.0009192450125
341	0.0009146917868
342	0.0009130243725
343	0.0009091648147
344	0.0009073410407
345	0.0009059164693
346	0.0009026096544
347	0.0009020952927
348	0.0009001488022
349	0.0008972182811
350	0.0008942719856
351	0.0008895690766
352	0.0008877269067
353	0.0008862199992
354	0.0008847072929
355	0.0008803424586
356	0.0008788930238
357	0.0008772295465
358	0.0008739960376
359	0.0008696817747
360	0.0008665910042
361	0.0008621493172
362	0.0008591745631
363	0.0008567027269
364	0.0008541983785
365	0.0008508186661
366	0.0008476335292
367	0.00084362324
368	0.0008418937789
369	0.0008405459008
370	0.0008372061217
371	0.0008337200817
372	0.0008312295865
373	0.0008278493558
374	0.0008257405656
375	0.0008244248135
376	0.000821840299
377	0.0008185764784
378	0.0008162690227
379	0.0008155896796
380	0.0008143595543
381	0.0008108201201
382	0.0008100269153
383	0.0008074922598
384	0.0008043315316
385	0.0008016761898
386	0.0007992673037
387	0.0007962180862
388	0.0007937062828
389	0.0007925531302
390	0.0007895152703
391	0.0007869139527
392	0.0007854338381
393	0.0007821678942
394	0.000779672747
395	0.0007777574511
396	0.0007755173709
397	0.0007733022852
398	0.0007708376378
399	0.0007681498305
400	0.0007640018577
401	0.0007624006142
402	0.0007601111581
403	0.0007571780427
404	0.0007553150783
405	0.0007533569833
406	0.0007504562404
407	0.0007486270903
408	0.0007457768008
409	0.0007436695272
410	0.0007398617042
411	0.0007381973923
412	0.0007373863065
413	0.0007348662866
414	0.0007340034561
415	0.0007316514441
416	0.0007279005463
417	0.0007268212565
418	0.0007260262284
419	0.0007242205391
420	0.0007218243885
421	0.0007202760004
422	0.0007185462538
423	0.0007174994626
424	0.0007161845401
425	0.0007149004935
426	0.0007131875767
427	0.0007112720575
428	0.0007103072398
429	0.0007084501126
430	0.000705943691
431	0.0007039386558
432	0.0007020020661
433	0.0006999217098
434	0.000697841776
435	0.0006960367332
436	0.0006945664384
437	0.0006916470681
438	0.0006898867591
439	0.0006896736832
440	0.0006881702625
441	0.000685665294
442	0.0006824533566
443	0.0006806613488
444	0.0006781786167
445	0.0006773149943
446	0.0006766001293
447	0.0006748793016
448	0.0006732689143
449	0.0006715807384
450	0.0006701307163
451	0.0006685498342
452	0.0006670776841
453	0.0006650473041
454	0.0006630378697
455	0.0006621089151
456	0.0006601020193
457	0.0006586068892
458	0.0006571739156
459	0.0006553029095
460	0.0006535340496
461	0.0006526590543
462	0.0006505232081
463	0.0006492890499
464	0.000649029012
465	0.0006475670469
466	0.0006460968529
467	0.0006453938962
468	0.0006446732651
469	0.0006422027918
470	0.0006406327229
471	0.0006385071883
472	0.0006370383601
473	0.0006356423689
474	0.0006354282943
475	0.0006346859515
476	0.000632538139
477	0.0006309530013
478	0.0006303644824
479	0.0006295994461
480	0.0006283977791
481	0.0006276590097
482	0.0006256995898
483	0.0006239841377
484	0.0006227283724
485	0.0006204609437
486	0.0006190322683
487	0.0006172365215
488	0.0006153028976
489	0.0006131206521
490	0.0006108007663
491	0.000609523486
492	0.0006078401077
493	0.0006066067094
494	0.0006048570389
495	0.0006028751061
496	0.0006013554161
497	0.0006007808164
498	0.0005990085651
499	0.000598565723
500	0.0005975380007
501	0.0005964267202
502	0.0005956152752
503	0.00059496508
504	0.0005928546097
505	0.0005926854606
506	0.0005913219769
507	0.0005907057724
508	0.0005895310474
509	0.0005882689941
510	0.000587656812
511	0.0005861970412
512	0.0005838599899
513	0.0005827340546
514	0.0005805375923
515	0.0005799188231
516	0.0005784332844
517	0.0005765821857
518	0.0005760003572
519	0.000574441609
520	0.0005729947495
521	0.0005720901509
522	0.0005702450193
523	0.0005696622559
524	0.0005672652214
525	0.0005653272473
526	0.0005636553389
527	0.0005624515837
528	0.000560545573
529	0.0005586556671
530	0.0005574814265
531	0.0005559688533
532	0.0005543140752
533	0.0005532507672
534	0.0005526716574
535	0.0005519527915
536	0.0005507950303
537	0.0005491655257
538	0.0005478165615
539	0.0005469495272
540	0.000545398444
541	0.0005443986242
542	0.0005428398914
543	0.0005419741025
544	0.0005407687424
545	0.000539793093
546	0.0005380856689
547	0.0005373851449
548	0.0005361339916
549	0.0005345352141
550	0.0005324177916
551	0.0005307315109
552	0.0005292038336
553	0.0005280553437
554	0.0005272322331
555	0.0005262126979
556	0.000525097447
557	0.0005246321943
558	0.000522935824
559	0.0005216085507
560	0.0005210405967
561	0.0005200158
562	0.0005190158789
563	0.0005175388724
564	0.0005160456122
565	0.0005143310847
566	0.0005129242978
567	0.0005112484078
568	0.0005104002258
569	0.0005095513348
570	0.000507752877
571	0.0005066764529
572	0.0005055788529
573	0.0005050808463
574	0.0005034883518
575	0.0005021334994
576	0.0005011625082
577	0.000498447819
578	0.0004977929247
579	0.0004970724472
580	0.0004964588922
581	0.0004951733879
582	0.0004939434375
583	0.0004925231132
584	0.0004916786103
585	0.0004909666276
586	0.0004904284028
587	0.0004893852379
588	0.0004887572844
589	0.0004879635756
590	0.0004858447926
591	0.0004849752136
592	0.0004844754378
593	0.0004836750028
594	0.000482778622
595	0.0004816013869
596	0.0004807089553
597	0.0004801525461
598	0.0004793006182
599	0.0004788893516
600	0.0004771005979
601	0.0004762489477
602	0.0004754686686
603	0.0004746904296
604	0.0004742657531
605	0.000472738176
606	0.0004722441538
607	0.0004713731266
608	0.0004706763451
609	0.0004699645433
610	0.0004690528094
611	0.0004686929289
612	0.0004675494808
613	0.0004666864942
614	0.0004659665124
615	0.0004657040451
616	0.00046485445
617	0.0004644405797
618	0.0004629124793
619	0.0004620414347
620	0.000460626337
621	0.0004600206598
622	0.0004594344183
623	0.0004585035235
624	0.0004580286579
625	0.0004574915513
626	0.0004568661259
627	0.0004556387699
628	0.0004548675454
629	0.0004541822044
630	0.0004531331241
631	0.0004524971402
632	0.0004517098342
633	0.0004509472618
634	0.0004508072053
635	0.0004503031733
636	0.0004495489476
637	0.0004492313649
638	0.0004484709289
639	0.0004473117646
640	0.0004459967605
641	0.0004449381356
642	0.0004443340962
643	0.0004433738283
644	0.0004431854096
645	0.0004423817035
646	0.0004412313016
647	0.0004411123508
648	0.0004402554799
649	0.0004392312445
650	0.0004386651699
651	0.0004380137972
652	0.0004375883358
653	0.0004367896323
654	0.0004355940129
655	0.0004349052257
656	0.0004333769642
657	0.0004330937306
658	0.000432341303
659	0.0004316131388
660	0.000431502905
661	0.0004312147841
662	0.0004297055218
663	0.0004286469582
664	0.0004282625731
665	0.0004276082271
666	0.0004262946773
667	0.0004259964681
668	0.0004247894179
669	0.0004241233911
670	0.0004233300157
671	0.000422449626
672	0.0004215498409
673	0.0004208687682
674	0.0004200685769
675	0.00041913596
676	0.0004176994521
677	0.0004167419669
678	0.0004160132442
679	0.0004153083653
680	0.0004142422152
681	0.0004134230269
682	0.0004127678439
683	0.0004120248451
684	0.0004111535089
685	0.0004104874229
686	0.0004102473026
687	0.0004098147487
688	0.0004086927477
689	0.0004080604782
690	0.0004070089486
691	0.0004064857227
692	0.0004056548255
693	0.0004052867233
694	0.0004041187917
695	0.0004038576049
696	0.0004035962721
697	0.0004033068583
698	0.0004022521026
699	0.0004013718702
700	0.0004008746483
701	0.0004003325015
702	0.0003997701184
703	0.0003990167645
704	0.0003984848436
705	0.0003978637708
706	0.0003975145459
707	0.0003966502572
708	0.000396141974
709	0.0003953731307
710	0.0003951934742
711	0.0003945604697
712	0.0003937400592
713	0.0003931009511
714	0.0003925445448
715	0.0003923433363
716	0.0003914168046
717	0.0003909353674
718	0.0003908292685
719	0.000390440002
720	0.0003899897494
721	0.0003892811065
722	0.000388252518
723	0.0003878758584
724	0.0003871519685
725	0.0003866611793
726	0.0003861144935
727	0.0003854299773
728	0.0003848726047
729	0.0003842765696
730	0.0003836547555
731	0.0003829814409
732	0.0003825603301
733	0.0003821984992
734	0.0003821038728
735	0.0003814899097
736	0.0003806509301
737	0.0003797964743
738	0.0003795011036
739	0.0003787691301
740	0.0003784515742
741	0.0003779098621
742	0.000377189466
743	0.0003763689324
744	0.0003759294408
745	0.0003758470265
746	0.000375162986
747	0.0003746603351
748	0.0003744855804
749	0.0003742179086
750	0.0003741222236
751	0.0003740012258
752	0.000373178513
753	0.0003724706267
754	0.0003722725363
755	0.0003714406819
756	0.0003710799626
757	0.0003709529567
758	0.000369830947
759	0.0003692792823
760	0.0003683528922
761	0.000367832879
762	0.0003671574958
763	0.0003667502842
764	0.0003664173828
765	0.0003659458033
766	0.0003654431142
767	0.0003642534425
768	0.0003633728219
769	0.0003627580467
770	0.0003621563064
771	0.0003615344782
772	0.0003609268747
773	0.000360615146
774	0.0003599742944
775	0.0003591651715
776	0.00035848941
777	0.0003577001406
778	0.0003571541189
779	0.0003568534261
780	0.0003564255739
781	0.0003558477394
782	0.0003551745987
783	0.0003544750938
784	0.0003539585263
785	0.0003534728822
786	0.0003532027198
787	0.000352438786
788	0.0003521293747
789	0.000351373124
790	0.0003509594671
791	0.0003504880073
792	0.0003496666332
793	0.0003489254628
794	0.0003483308694
795	0.0003477284663
796	0.0003468679881
797	0.0003466885446
798	0.0003462568035
799	0.0003457698941
800	0.0003451821485
801	0.0003445510508
802	0.0003441175265
803	0.0003438113517
804	0.0003433875411
805	0.0003431591985
806	0.0003426147859
807	0.000341635769
808	0.0003410924143
809	0.0003406998907
810	0.0003402330562
811	0.000339371633
812	0.0003390299579
813	0.0003385953194
814	0.0003379799861
815	0.0003374493334
816	0.0003372373048
817	0.0003366825778
818	0.0003361218643
819	0.0003354984938
820	0.0003347049824
821	0.0003344887988
822	0.0003342111614
823	0.0003336451108
824	0.0003332209995
825	0.0003324078138
826	0.0003316966017
827	0.0003311378877
828	0.0003306865239
829	0.0003303706999
830	0.0003298554907
831	0.0003296906602
832	0.0003290047864
833	0.0003288117994
834	0.0003284729883
835	0.0003281512901
836	0.0003280774695
837	0.0003277015015
838	0.0003273296184
839	0.0003271396458
840	0.0003269147646
841	0.0003264196706
842	0.0003261936587
843	0.0003256915902
844	0.0003252030375
845	0.0003245665111
846	0.0003242584496
847	0.0003235660414
848	0.0003231433644
849	0.0003229934619
850	0.0003227465421
851	0.00032252857
852	0.0003224629607
853	0.0003221284474
854	0.0003219007584
855	0.0003216751416
856	0.0003212998787
857	0.0003207306121
858	0.000320375007
859	0.000319988441
860	0.0003196178748
861	0.0003187610435
862	0.0003182237153
863	0.0003179045852
864	0.000317623377
865	0.0003175244659
866	0.0003171775677
867	0.0003165701814
868	0.0003161785215
869	0.00031553321
870	0.0003152446399
871	0.0003148707869
872	0.0003147962216
873	0.0003144768784
874	0.0003141487801
875	0.000313616991
876	0.0003131915202
877	0.0003128922558
878	0.0003123211659
879	0.0003122588951
880	0.0003116720474
881	0.0003111931699
882	0.0003104210748
883	0.0003100544583
884	0.0003098358223
885	0.000309307441
886	0.000308935553
887	0.0003085973764
888	0.0003083924385
889	0.000307771009
890	0.0003075646068
891	0.0003068792543
892	0.0003062506259
893	0.0003056220884
894	0.0003052975377
895	0.0003048603098
896	0.0003044620939
897	0.0003039005521
898	0.0003034168534
899	0.0003029426635
900	0.0003025489454
901	0.000302082851
902	0.0003016824765
903	0.0003013473257
904	0.0003012792792
905	0.0003007818366
906	0.0003004416999
907	0.0002998916754
908	0.000299300412
909	0.0002990221216
910	0.0002986648449
911	0.0002981271171
912	0.0002978466162
913	0.0002973045902
914	0.000297062473
915	0.0002965685351
916	0.0002962143655
917	0.0002958784568
918	0.0002953428457
919	0.0002947200096
920	0.0002943462087
921	0.0002941706966
922	0.0002938109059
923	0.0002931791961
924	0.0002926451183
925	0.0002924208906
926	0.0002918694185
927	0.0002917199297
928	0.0002913553651
929	0.0002907362634
930	0.0002905520332
931	0.0002902467913
932	0.0002899633305
933	0.0002895692046
934	0.0002889475106
935	0.0002886745287
936	0.0002884038997
937	0.0002879898567
938	0.0002874399954
939	0.0002872008752
940	0.000286902012
941	0.0002866297994
942	0.0002864801962
943	0.0002861485167
944	0.0002855537038
945	0.0002850321385
946	0.0002846987659
947	0.0002841920692
948	0.0002836270614
949	0.0002832515395
950	0.00028282389
951	0.0002826807837
952	0.0002821843664
953	0.0002818337711
954	0.0002814887183
955	0.000280969889
956	0.0002807762504
957	0.0002805609551
958	0.0002801891694
959	0.0002799249237
960	0.0002796366912
961	0.0002792494815
962	0.0002789633691
963	0.000278911961
964	0.0002779203076
965	0.0002774884566
966	0.0002770965125
967	0.0002767094618
968	0.000276171981
969	0.0002758222443
970	0.0002756697987
971	0.0002752240551
972	0.0002749164207
973	0.0002747997491
974	0.0002743962427
975	0.0002742412346
976	0.0002736243792
977	0.0002734939183
978	0.0002729801966
979	0.0002727032337
980	0.0002722848557
981	0.0002717964528
982	0.0002713877342
983	0.0002710327274
984	0.0002708016151
985	0.0002704861422
986	0.0002703745188
987	0.000270111278
988	0.0002697039076
989	0.000269506283
990	0.0002693619508
991	0.0002690755855
992	0.0002685562316
993	0.0002684109768
994	0.0002680298959
995	0.0002676285779
996	0.0002674830626
997	0.0002672733661
998	0.0002669818081
999	0.0002668555119
